0,,,,,,,,
0,,,,,,,,
1,,,,,,,,
,,,,,,,,
,,,,,,,,
player,225,250,1,,,,,
movingPlatform,675,750,275,300,cyan,675,1150,3
platform,175,375,275,300,cyan,0,0,
textBox,325,225,"Hello!\nWelcome to the Level editor,\nthis is the best place\n to make your own playable levels.\n Hours of fun",,,,,
platform,302,348,258,275,cyan,0,0,
platform,375,650,275,300,cyan,0,0,
textBox,575,225,"The level editor\nuses the mouse to navigate arond,\nwith a drag on the middle click to pan.",,,,,
platform,552,598,257,275,cyan,0,0,
platform,1250,1500,275,300,cyan,0,0,
textBox,1375,225,"Moving platforms are created by clicking\nwhere the top left point should be,\n then where the bottom right should be.\n Then finally the final x position\n of where the platform should stop\n it's movement.",,,,,
platform,1352,1398,258,275,cyan,0,0,
platform,1550,1600,250,275,cyan,0,0,
platform,1675,1725,175,200,cyan,0,0,
platform,1550,1600,75,100,cyan,0,0,
platform,1675,1725,0,25,cyan,0,0,
platform,1550,1600,-100,-75,cyan,0,0,
platform,1675,2050,-175,-150,cyan,0,0,
coin,375,250,,,,,,
coin,400,250,,,,,,
coin,425,250,,,,,,
coin,450,250,,,,,,
coin,475,250,,,,,,
coin,500,250,,,,,,
coin,525,250,,,,,,
coin,525,225,,,,,,
coin,500,225,,,,,,
coin,475,225,,,,,,
coin,450,225,,,,,,
coin,425,225,,,,,,
coin,400,225,,,,,,
coin,375,225,,,,,,
coin,400,200,,,,,,
coin,400,175,,,,,,
coin,500,200,,,,,,
coin,500,175,,,,,,
coin,475,175,,,,,,
coin,475,200,,,,,,
coin,450,200,,,,,,
coin,450,175,,,,,,
coin,425,175,,,,,,
coin,425,200,,,,,,
coin,425,150,,,,,,
coin,425,125,,,,,,
coin,450,125,,,,,,
coin,450,150,,,,,,
coin,475,150,,,,,,
coin,475,125,,,,,,
coin,450,100,,,,,,
coin,450,75,,,,,,
coin,700,250,,,,,,
coin,725,250,,,,,,
coin,750,250,,,,,,
coin,775,250,,,,,,
coin,800,250,,,,,,
coin,825,250,,,,,,
coin,850,250,,,,,,
coin,875,250,,,,,,
coin,900,250,,,,,,
coin,925,250,,,,,,
coin,950,250,,,,,,
coin,975,250,,,,,,
coin,1000,250,,,,,,
coin,1025,250,,,,,,
coin,1050,250,,,,,,
coin,1075,250,,,,,,
coin,1100,250,,,,,,
coin,1125,250,,,,,,
coin,1150,250,,,,,,
coin,1175,250,,,,,,
coin,1200,250,,,,,,
coin,1575,225,,,,,,
coin,1700,150,,,,,,
coin,1575,50,,,,,,
coin,1700,-25,,,,,,
coin,1575,-125,,,,,,
SC Grass 1,1700,-195,1,,,,,
SC Grass 1,1725,-195,1,,,,,
SC Grass 1,1750,-195,1,,,,,
SC Grass 1,1775,-195,1,,,,,
SC Grass 1,1800,-195,1,,,,,
SC Grass 1,1825,-195,1,,,,,
SC Grass 1,1850,-195,1,,,,,
SC Grass 1,1875,-195,1,,,,,
SC Grass 1,1900,-195,1,,,,,
SC Grass 1,1925,-195,1,,,,,
SC Grass 1,1950,-195,1,,,,,
SC Grass 1,1975,-195,1,,,,,
SC Grass 1,2000,-195,1,,,,,
SC Grass 1,2025,-195,1,,,,,
SC Grass 3,1775,-195,1,,,,,
SC Grass 3,1950,-195,1,,,,,
SC Grass 3,1850,-195,1,,,,,
SC Long Grass 1,1900,-195,1,,,,,
SC Long Grass 1,1725,-195,1,,,,,
SC Apple,1800,-180,1,,,,,
platform,2100,2175,-175,-150,cyan,0,0,
platform,2275,2350,-175,-150,cyan,0,0,
platform,2450,2525,-175,-150,cyan,0,0,
SC Tree 3,2300,-235,1,,,,,
SC Tree 2,2475,-235,1,,,,,
SC Tree 1,2125,-235,1,,,,,
SC Grass 1,2125,-195,1,,,,,
SC Grass 1,2150,-195,1,,,,,
SC Grass 1,2325,-195,1,,,,,
SC Grass 1,2300,-195,1,,,,,
SC Grass 1,2475,-195,1,,,,,
SC Grass 1,2500,-195,1,,,,,
SC Grass 4,2475,-195,1,,,,,
SC Grass 4,2325,-195,1,,,,,
SC Grass 4,2125,-195,1,,,,,
platform,2575,2775,-175,-150,cyan,0,0,
textBox,2650,-225,"You can find grass,\n trees and rocks in the scenary\n section of the drop down list.",,,,,
platform,2627,2673,-192,-175,cyan,0,0,
coin,2755,-329,,,,,,
coin,2756,-322,,,,,,
coin,2755,-316,,,,,,
coin,2753,-311,,,,,,
coin,2752,-306,,,,,,
coin,2749,-299,,,,,,
coin,2748,-296,,,,,,
coin,2747,-294,,,,,,
